Country,Year,Status,Alcohol,percentageexpenditure,HepatitisB,Measles,BMI,Polio,Totalexpenditure,Diphtheria,HIV/AIDS,thinness1-19years,thinness5-9years,Incomecompositionofresources
Eritrea,2012,Developing,0.01,0,94,194,17,94,2.98,94,0.6,8.7,8.6,0.41
Eritrea,2011,Developing,0.62,20.97991915,96,48,16.5,96,3.6,96,0.7,8.8,8.7,0.405
Eritrea,2010,Developing,0.61,17.35739784,9,51,16,9,3.24,9,0.9,8.9,8.8,0.404
Eritrea,2009,Developing,0.63,1.575160196,92,82,15.5,92,3.3,92,1,9,8.9,0.402
Eritrea,2008,Developing,0.49,11.76572311,94,0,15.1,94,3.69,94,1.1,9.1,9.1,0.406
Eritrea,2007,Developing,1.23,11.42385961,91,55,14.7,91,3.29,91,1.3,9.2,9.2,0.405
Eritrea,2006,Developing,0.97,10.60269773,94,128,14.3,94,3.3,94,1.4,9.3,9.3,0.405
Eritrea,2005,Developing,1.07,5.064688968,96,19,13.9,96,2.97,96,1.6,9.4,9.5,0
Eritrea,2004,Developing,0.64,10.26097341,84,24,13.6,98,3.14,98,1.8,9.6,9.6,0
Eritrea,2003,Developing,0.56,6.913998013,91,376,13.3,95,3.5,93,1.9,9.7,9.7,0
Eritrea,2002,Developing,0.83,0.703132179,86,460,13.1,92,4.2,9,1.9,9.9,9.9,0
Eritrea,2001,Developing,0.61,5.593619538,,204,12.8,89,3.95,86,2,1,1,0
Eritrea,2000,Developing,0.83,0.735940361,,789,12.6,82,4.43,81,1.9,1.2,1.1,0
Estonia,2015,Developing,,0,91,4,59.9,93,,93,0.1,1.9,1.9,0.863
Estonia,2014,Developing,0.01,2700.07305,93,0,59.4,93,6.38,93,0.1,1.9,1.9,0.86
Estonia,2013,Developing,0.01,261.2914808,93,2,59,94,6.48,94,0.1,1.9,1.9,0.856
Estonia,2012,Developing,0.01,2263.103797,94,4,58.5,94,6.36,94,0.1,1.9,1.9,0.85
Estonia,2011,Developing,0.01,2146.945741,94,7,58,93,5.83,93,0.1,1.9,2,0.838
Estonia,2010,Developing,14.97,1802.017593,94,0,57.6,94,6.25,94,0.1,1.9,2,0.833
Estonia,2009,Developing,15.04,1717.088711,95,0,57.1,95,6.93,95,0.1,2,2,0.836
Estonia,2008,Developing,16.99,225.0723618,94,0,56.7,95,6.6,95,0.1,2,2.1,0.835
Estonia,2007,Developing,17.87,1904.12469,95,1,56.3,95,5.16,95,0.1,2,2.1,0.829
Estonia,2006,Developing,16.58,244.3510801,95,27,55.9,95,5.1,95,0.1,2.1,2.2,0.822
Estonia,2005,Developing,15.52,153.5045263,95,2,55.5,96,5.2,96,0.1,2.1,2.2,0.812
Estonia,2004,Developing,15.07,101.1201161,9,0,55.2,95,5.13,94,0.1,2.2,2.3,0.805
Estonia,2003,Developing,11.64,132.7233922,,0,54.9,95,4.92,94,0.1,2.2,2.3,0.798
Estonia,2002,Developing,11.48,7.806042825,,0,54.6,94,4.84,94,0.1,2.3,2.4,0.791
Estonia,2001,Developing,0.01,88.62945822,,0,54.3,94,4.85,94,0.1,2.4,2.5,0.781
Estonia,2000,Developing,0.01,5.34809451,,9,54,93,5.28,93,0.1,2.5,2.5,0.764
Ethiopia,2015,Developing,,0,77,17745,17.6,75,,77,0.6,1.4,1.2,0.441
Ethiopia,2014,Developing,0.01,89.95805845,77,12739,17.2,75,4.88,77,0.6,1.5,1.3,0.435
Ethiopia,2013,Developing,1.86,8.313282039,72,5253,16.8,7,5.19,72,0.9,1.6,1.4,0.427
Ethiopia,2012,Developing,1.84,86.82551124,69,4347,16.4,7,5.77,69,1.2,1.7,1.5,0.422
Ethiopia,2011,Developing,1.32,67.77565369,65,3255,16,7,6.55,65,1.4,1.9,1.6,0.411
Ethiopia,2010,Developing,1.34,67.73374413,62,4235,15.6,69,6.86,61,1.7,11,1.7,0.401
Ethiopia,2009,Developing,1.17,53.77354001,56,1176,15.3,65,4.41,58,2,11.1,1.8,0.393
Ethiopia,2008,Developing,1.13,38.55783268,52,3511,14.9,63,4.28,54,2.4,11.2,1.9,0.378
Ethiopia,2007,Developing,1.06,30.46451811,47,1446,14.5,61,4.69,5,2.8,11.3,11,0.362
Ethiopia,2006,Developing,1.22,22.18952246,,1451,14.2,59,4.47,46,3.3,11.4,11.1,0.346
Ethiopia,2005,Developing,0.99,18.03753133,,357,13.8,56,4.2,44,3.7,11.5,11.2,0.325
Ethiopia,2004,Developing,0.86,1.506962482,,73,13.5,54,4.23,4,4.1,11.5,11.3,0.31
Ethiopia,2003,Developing,0.79,10.97201912,,228,13.2,55,4.64,37,4.4,11.6,11.5,0.306
Ethiopia,2002,Developing,0.8,10.82452594,,3332,12.9,55,4.73,35,4.6,11.7,11.6,0.298
Ethiopia,2001,Developing,0.85,1.186227577,,2366,12.6,55,4.26,32,4.9,11.8,11.7,0.283
Ethiopia,2000,Developing,0.88,11.59481766,,1660,12.3,55,4.36,3,5,11.9,11.8,0
Fiji,2015,Developing,,0,99,0,62.7,99,,99,0.1,4,3.7,0.734
Fiji,2014,Developing,0.01,50.539484,99,0,61.9,99,4.49,99,0.1,4,3.7,0.727
Fiji,2013,Developing,0.01,460.6487805,99,0,61.1,99,4.26,99,0.1,4,3.7,0.719
Fiji,2012,Developing,0.01,431.4854874,99,0,6.2,99,4.16,99,0.1,4,3.7,0.714
Fiji,2011,Developing,0.01,401.7931045,99,0,59.5,99,4.6,99,0.1,4,3.7,0.709
Fiji,2010,Developing,2.25,62.08343533,99,0,58.7,99,4.23,99,0.1,4,3.7,0.706
Fiji,2009,Developing,2.31,60.65068446,99,1,58,99,4.26,99,0.1,4,3.7,0.704
Fiji,2008,Developing,1.95,81.04656111,99,0,57.3,99,3.68,99,0.1,4,3.7,0.7
Fiji,2007,Developing,2.09,5.889526221,99,0,56.6,99,3.74,99,0.1,4.1,3.8,0.698
Fiji,2006,Developing,2.06,52.1241634,99,136,55.9,98,3.84,98,0.1,4.1,3.8,0.695
Fiji,2005,Developing,2.02,64.39203443,99,0,55.1,97,3.61,96,0.1,4.1,3.8,0.699
Fiji,2004,Developing,1.63,43.99452464,99,37,54.2,96,3.61,95,0.1,4.2,3.9,0.691
Fiji,2003,Developing,1.76,253.8196705,99,305,53.2,95,3.35,94,0.1,4.2,3.9,0.689
Fiji,2002,Developing,1.85,206.071686,99,304,52.2,94,3.48,93,0.1,4.2,3.9,0.687
Fiji,2001,Developing,1.93,20.7119129,98,17,51.2,92,3.28,91,0.1,4.3,4,0.683
Fiji,2000,Developing,2.05,31.25834616,98,0,5.2,91,3.87,9,0.1,4.3,4,0.681
Finland,2015,Developing,,0,,2,62.1,97,,97,0.1,0.9,0.8,0.893
Finland,2014,Developing,8.8,6164.455402,,0,61.7,98,9.68,98,0.1,0.9,0.8,0.89
Finland,2013,Developing,8.97,6115.496624,,2,61.4,98,9.55,98,0.1,0.9,0.8,0.887
Finland,2012,Developing,9.24,5889.012536,,0,61,99,9.3,99,0.1,0.9,0.8,0.884
Finland,2011,Developing,9.81,71.01620838,,27,6.6,99,9.1,99,0.1,0.9,0.8,0.878
Finland,2010,Developing,9.72,591.6691405,,5,6.2,99,9.5,99,0.1,0.9,0.8,0.874
Finland,2009,Developing,9.96,579.7384368,,2,59.8,99,9.2,99,0.1,0.9,0.8,0.878
Finland,2008,Developing,10.26,678.88112,,5,59.4,97,8.35,99,0.1,0.9,0.8,0.876
Finland,2007,Developing,10.45,6147.1323,,0,59,97,8.9,99,0.1,0.9,0.8,0.873
Finland,2006,Developing,10.15,524.7775227,,0,58.6,97,8.38,97,0.1,0.9,0.8,0.869
Finland,2005,Developing,9.95,4816.589613,,1,58.1,97,8.43,97,0.1,0.9,0.8,0.864
Finland,2004,Developing,9.89,4508.806185,,0,57.6,96,8.21,98,0.1,0.9,0.8,0.869
Finland,2003,Developing,9.31,3869.026302,,0,57.1,96,8.15,98,0.1,0.9,0.8,0.866
Finland,2002,Developing,9.25,3099.357319,,0,56.6,95,7.81,98,0.1,0.9,0.8,0.863
Finland,2001,Developing,8.94,2775.33544,,1,56.1,95,7.43,98,0.1,0.9,0.8,0.856
Finland,2000,Developing,8.59,397.7533689,,0,55.5,96,7.22,99,0.1,0.9,0.9,0.847
France,2015,Developing,,0,86,157,62.5,98,,98,0.1,0.7,0.6,0.894
France,2014,Developing,11.5,6739.677606,83,267,62,98,11.54,98,0.1,0.6,0.6,0.89
France,2013,Developing,11.1,6646.953935,74,272,61.6,99,11.56,99,0.1,0.6,0.6,0.887
France,2012,Developing,11.5,751.3793553,78,0,61.1,99,11.44,99,0.1,0.6,0.6,0.885
France,2011,Developing,11.8,683.9190568,74,14949,6.6,99,11.33,99,0.1,0.6,0.6,0.882
France,2010,Developing,11.7,72.8001211,65,5048,6.1,99,11.2,99,0.1,0.6,0.6,0.879
France,2009,Developing,11.8,6415.35735,51,1541,59.6,98,11.28,98,0.1,0.6,0.6,0.879
France,2008,Developing,11.9,7002.785925,47,604,59.1,98,1.57,98,0.1,0.6,0.6,0.877
France,2007,Developing,12.2,64.73714894,42,39,58.6,99,1.45,98,0.1,0.6,0.6,0.873
France,2006,Developing,12.4,5689.991931,39,40,58,99,1.53,99,0.1,0.6,0.6,0.87
France,2005,Developing,12.2,5451.701225,35,36,57.5,98,1.6,98,0.1,0.6,0.6,0.86
France,2004,Developing,13.18,5291.234786,35,4448,57,99,1.53,98,0.1,0.6,0.6,0.857
France,2003,Developing,13.49,4572.441963,28,0,56.4,96,1.43,97,0.1,0.6,0.6,0.852
France,2002,Developing,13.78,3779.655273,29,5185,55.8,97,1.22,97,0.1,0.7,0.6,0.851
France,2001,Developing,13.89,3451.185079,28,0,55.2,98,9.89,97,0.1,0.7,0.6,0.849
France,2000,Developing,13.63,3410.284431,26,10000,54.6,98,9.77,97,0.1,0.7,0.6,0.844
Gabon,2015,Developing,,0,8,27,36.3,79,,8,2.7,6.1,5.9,0.694
Gabon,2014,Developing,0.01,715.2816939,7,33,35.8,68,3.44,7,2.8,6.1,6,0.687
Gabon,2013,Developing,8.86,154.8758879,79,122,35.2,77,3.98,79,3.7,6.2,6.1,0.678
Gabon,2012,Developing,8.3,805.3925284,82,2,34.6,8,3.13,82,4.9,6.3,6.2,0.669
Gabon,2011,Developing,8.9,133.5223672,75,2,34.1,75,3.12,75,6,6.4,6.3,0.664
Gabon,2010,Developing,8.85,145.318282,67,1,33.5,68,3.41,67,7,6.5,6.4,0.66
Gabon,2009,Developing,8.64,52.31086276,79,0,33,74,3.43,76,8,6.7,6.5,0.652
Gabon,2008,Developing,8.75,11.05422474,82,3,32.4,81,2.54,82,8.9,6.8,6.6,0.651
Gabon,2007,Developing,9.02,545.4389573,75,0,31.9,78,2.86,81,10,6.9,6.8,0.645
Gabon,2006,Developing,8.01,40.53719812,52,90,31.4,44,2.88,45,10.7,7.1,6.9,0.646
Gabon,2005,Developing,7.72,353.2438029,28,0,3.8,44,2.76,45,10.9,7.2,7.1,0.64
Gabon,2004,Developing,8.13,443.4750634,,63,3.3,44,3.26,45,11.1,7.4,7.2,0.64
Gabon,2003,Developing,6.47,352.232365,,0,29.8,44,3.48,45,11,7.5,7.4,0.638
Gabon,2002,Developing,8.34,22.69039905,,110,29.2,44,3.22,45,10.7,7.7,7.5,0.636
Gabon,2001,Developing,9.29,183.6980778,,5129,28.7,44,3.23,45,10.1,7.8,7.7,0.633
Gabon,2000,Developing,8.87,218.1727473,,15,28.1,44,2.89,45,9.5,8,7.8,0.637
Gambia,2015,Developing,,0,97,71,27.3,96,,97,1.7,7.3,7.2,0.45
Gambia,2014,Developing,0.01,0,96,1,26.7,97,7.34,96,1.7,7.5,7.3,0.449
Gambia,2013,Developing,0.01,0,97,0,26,96,6.49,97,1.6,7.6,7.5,0.445
Gambia,2012,Developing,0.01,0,98,0,25.4,98,6.12,98,1.4,7.8,7.7,0.44
Gambia,2011,Developing,3.41,0,96,0,24.8,95,6.24,96,1.8,8,7.9,0.441
Gambia,2010,Developing,3.48,0,97,2,24.1,97,5.75,97,2.1,8.2,8.1,0.439
Gambia,2009,Developing,2.99,0,97,0,23.5,97,5.85,98,2.7,8.4,8.3,0.434
Gambia,2008,Developing,2.79,0,98,0,22.8,96,5.95,96,3,8.6,8.5,0.426
Gambia,2007,Developing,2.64,0,97,0,22.2,94,5.76,95,3.1,8.8,8.7,0.42
Gambia,2006,Developing,2.93,0,95,0,21.5,94,5.52,95,3,9,8.9,0.415
Gambia,2005,Developing,2.26,0,95,0,2.9,94,4.97,95,3,9.2,9.1,0.412
Gambia,2004,Developing,2.51,0,95,0,2.3,88,4.35,87,2.9,9.4,9.3,0.404
Gambia,2003,Developing,2.47,0,94,119,19.7,87,4.22,87,2.7,9.6,9.6,0.395
Gambia,2002,Developing,2.08,0,92,32,19.1,86,3.75,87,2.5,9.8,9.8,0.392
Gambia,2001,Developing,2.25,0,91,99,18.5,85,3.71,87,2.3,1,1,0.384
Gambia,2000,Developing,2.18,0,91,336,18,84,3.61,8,2,1.2,1.2,0.377
Georgia,2015,Developing,,0,94,431,56.2,91,,94,0.1,2.7,2.8,0.768
Georgia,2014,Developing,6.13,221.482875,91,3188,55.3,91,7.42,91,0.1,2.7,2.8,0.759
Georgia,2013,Developing,5.91,180.3787034,96,7872,54.4,94,7.25,93,0.1,2.7,2.8,0.755
Georgia,2012,Developing,7.71,158.2576025,92,31,53.6,93,8.57,92,0.1,2.6,2.8,0.749
Georgia,2011,Developing,8.14,198.94876,89,64,52.8,88,9.38,94,0.1,2.6,2.8,0.742
Georgia,2010,Developing,7.24,194.1732658,95,22,52,88,1.5,92,0.1,2.6,2.8,0.738
Georgia,2009,Developing,6.66,18.5314303,54,23,51.3,93,1.19,88,0.1,2.6,2.8,0.734
Georgia,2008,Developing,7.17,151.762567,89,56,5.5,9,8.99,92,0.1,2.6,2.8,0.735
Georgia,2007,Developing,8.65,106.164686,94,44,49.9,88,8.17,98,0.1,2.7,2.9,0.722
Georgia,2006,Developing,6.18,110.1138286,84,334,49.2,89,8.39,88,0.1,2.7,2.9,0.714
Georgia,2005,Developing,4.7,9.444875415,79,1356,48.6,82,8.6,82,0.1,2.8,2.9,0.703
Georgia,2004,Developing,3.74,7.132564768,64,6847,48.1,66,8.53,78,0.1,2.8,3,0.694
Georgia,2003,Developing,3.36,70.54185252,48,216,47.5,74,8.49,75,0.1,2.9,3,0.684
Georgia,2002,Developing,2.72,60.55818291,51,199,47,89,8.72,84,0.1,2.9,3,0.677
Georgia,2001,Developing,2.76,57.10318825,61,35,46.5,83,7.82,87,0.1,3,3.1,0.673
Georgia,2000,Developing,3.28,47.81704183,55,50,46,81,6.94,8,0.1,3.1,3.1,0
Germany,2015,Developed,,0,88,2464,62.3,94,,95,0.1,1.1,1.1,0.924
Germany,2014,Developed,11.03,941.7562909,88,443,61.9,94,11.3,95,0.1,1.1,1.1,0.92
Germany,2013,Developed,10.94,895.8779503,88,1771,61.4,94,11.16,95,0.1,1.1,1.1,0.919
Germany,2012,Developed,11.18,839.91332,88,166,6.9,94,1.99,95,0.1,1.1,1.1,0.916
Germany,2011,Developed,11.2,869.790735,88,1607,6.4,94,1.93,95,0.1,1.1,1.1,0.912
Germany,2010,Developed,11.2,7584.078579,88,780,59.9,94,11.25,95,0.1,1.1,1.1,0.907
Germany,2009,Developed,11.22,7641.270645,88,574,59.5,95,11.4,96,0.1,1.1,1.1,0.906
Germany,2008,Developed,11.36,8285.264655,87,917,59,95,1.39,96,0.1,1.1,1.1,0.903
Germany,2007,Developed,11.5,7777.556353,86,567,58.5,95,1.18,96,0.1,1.1,1.1,0.898
Germany,2006,Developed,11.76,6407.535954,87,2307,58,94,1.34,96,0.1,1.1,1.1,0.892
Germany,2005,Developed,11.67,6012.92584,9,778,57.6,95,1.52,96,0.1,1.1,1.1,0.884
Germany,2004,Developed,11.83,5842.374765,88,121,57.1,96,1.37,96,0.1,1.1,1.1,0.877
Germany,2003,Developed,11.92,582.6157028,9,779,56.6,96,1.62,97,0.1,1.1,1.1,0.872
Germany,2002,Developed,12.25,437.1059663,87,4657,56.1,97,1.4,93,0.1,1.2,1.1,0.867
Germany,2001,Developed,12.46,4057.637383,86,6024,55.6,96,1.15,93,0.1,1.2,1.1,0.86
Germany,2000,Developed,12.91,4238.540035,84,0,55.1,94,1.1,9,0.1,1.2,1.2,0.855
Ghana,2015,Developing,,0,88,23,28.6,88,,88,0.7,6.2,6.1,0.575
Ghana,2014,Developing,0.01,97.67794571,98,124,28,93,3.56,98,0.8,6.4,6.3,0.576
Ghana,2013,Developing,0.01,28.66897829,9,319,27.3,91,4.63,9,0.9,6.6,6.4,0.57
Ghana,2012,Developing,0.01,151.899429,92,1613,26.7,91,4.79,92,0.9,6.7,6.6,0.563
Ghana,2011,Developing,1.64,225.2219474,91,120,26.1,91,4.81,91,1.3,6.9,6.8,0.554
Ghana,2010,Developing,1.69,195.9824626,94,641,25.5,94,5.33,94,1.9,7.1,7,0.547
Ghana,2009,Developing,1.76,30.72290501,94,101,24.9,94,5.17,94,2.1,7.3,7.2,0.542
Ghana,2008,Developing,1.78,161.0106435,93,82,24.2,92,4.85,93,2.2,7.5,7.4,0.53
Ghana,2007,Developing,1.25,3.181373629,94,6,23.6,94,5.3,94,2.6,7.7,7.6,0.519
Ghana,2006,Developing,1.7,129.0263364,84,420,23,84,4.64,84,2.9,7.9,7.9,0.51
Ghana,2005,Developing,1.5,78.71123825,84,435,22.4,85,4.51,84,3.1,8.1,8.1,0.499
Ghana,2004,Developing,1.46,53.23775977,8,60,21.8,81,3.96,8,3.2,8.4,8.3,0.491
Ghana,2003,Developing,1.53,31.09435342,8,1939,21.2,8,3.12,8,3.4,8.6,8.5,0.489
Ghana,2002,Developing,1.6,3.336437969,8,12289,2.7,8,3.7,78,3.5,8.8,8.8,0.484
Ghana,2001,Developing,1.49,25.55981288,,13476,2.1,81,3.56,79,3.5,9,9,0.485
Ghana,2000,Developing,1.6,20.65432873,,23068,19.5,88,3,88,3.6,9.2,9.2,0.48
Greece,2015,Developing,,0,96,1,66.5,99,,99,0.1,0.8,0.7,0.865
Greece,2014,Developing,7.53,2163.043414,96,1,66,99,8.8,99,0.1,0.8,0.7,0.862
Greece,2013,Developing,7.46,2183.106986,98,3,65.4,99,9.26,99,0.1,0.8,0.7,0.86
Greece,2012,Developing,8.2,2528.992935,98,3,64.9,99,9.24,99,0.1,0.8,0.7,0.858
Greece,2011,Developing,8.02,3192.887363,95,40,64.3,99,9.77,99,0.1,0.8,0.7,0.86
Greece,2010,Developing,9,3189.754439,95,149,63.7,99,9.18,99,0.1,0.8,0.7,0.859
Greece,2009,Developing,9.08,372.6854142,95,2,63.1,99,9.76,99,0.1,0.8,0.7,0.857
Greece,2008,Developing,9.51,3682.88717,95,1,62.4,99,9.76,99,0.1,0.8,0.7,0.853
Greece,2007,Developing,9.67,3632.243121,95,2,61.8,99,9.41,99,0.1,0.8,0.7,0.855
Greece,2006,Developing,9.42,318.5806628,94,0,61.2,98,9.34,98,0.1,0.8,0.7,0.85
Greece,2005,Developing,9.95,2785.139364,93,122,6.5,96,9.36,96,0.1,0.8,0.7,0.839
Greece,2004,Developing,9.56,287.6124519,92,1,59.9,95,8.3,95,0.1,0.8,0.8,0.83
Greece,2003,Developing,9.46,2124.921517,92,0,59.2,93,8.61,94,0.1,0.8,0.8,0.823
Greece,2002,Developing,8.09,160.8897265,91,5,58.6,92,8.72,92,0.1,0.8,0.8,0.811
Greece,2001,Developing,8.62,1403.022211,9,12,58,9,8.47,91,0.1,0.9,0.8,0.801
Greece,2000,Developing,8.48,122.1823517,89,56,57.4,89,7.6,89,0.1,0.9,0.8,0.794
Grenada,2015,Developing,,0,92,0,48.4,99,,92,0.1,3.8,3.8,0.751
Grenada,2014,Developing,8.42,789.2764615,97,0,47.4,81,6.1,97,0.1,3.8,3.8,0.749
Grenada,2013,Developing,8.25,780.4459281,97,0,46.5,98,6.15,97,0.1,3.8,3.8,0.746
Grenada,2012,Developing,8.07,865.9999782,97,0,45.6,98,6.36,97,0.1,3.8,3.8,0.744
Grenada,2011,Developing,7.84,11.56715633,94,0,44.7,95,6.35,95,0.1,3.8,3.8,0.741
Grenada,2010,Developing,7.91,145.8401998,97,0,43.9,94,6.41,97,0.1,3.8,3.8,0
Grenada,2009,Developing,8.42,146.4384488,99,0,43.1,99,6.24,99,0.1,3.8,3.8,0
Grenada,2008,Developing,8.92,754.9597129,99,0,42.4,99,5.76,99,0.1,3.8,3.9,0
Grenada,2007,Developing,9.06,95.19375921,96,0,41.8,96,5.88,96,0.1,3.9,3.9,0
Grenada,2006,Developing,9.06,662.2663687,91,0,41.1,91,5.99,91,0.1,3.9,3.9,0
Grenada,2005,Developing,8.8,119.5548694,99,0,4.5,99,5.5,99,0.1,3.9,4,0
Grenada,2004,Developing,8.43,100.965873,83,0,39.9,84,5.24,83,0.1,4,4,0
Grenada,2003,Developing,9.75,77.9454329,97,0,39.4,98,5.89,97,0.1,4,4.1,0
Grenada,2002,Developing,10.71,513.3465408,98,0,38.8,98,6.67,98,0.1,4.1,4.1,0
Grenada,2001,Developing,9.61,81.11355954,96,0,38.2,96,7.67,96,0.1,4.2,4.2,0
Grenada,2000,Developing,9.4,676.5453878,,0,37.7,97,6.62,97,0.1,4.3,4.2,0
Guatemala,2015,Developing,,0,74,0,5.6,9,,74,0.4,1.2,1.2,0.637
Guatemala,2014,Developing,1.88,657.5282797,73,0,49.9,65,6.2,73,0.4,1.2,1.2,0.614
Guatemala,2013,Developing,1.93,582.1469583,85,0,49.3,84,6.3,85,0.4,1.2,1.2,0.611
Guatemala,2012,Developing,2.02,484.7187892,96,0,48.6,94,6.33,96,0.4,1.2,1.2,0.616
Guatemala,2011,Developing,2.16,457.7745845,88,0,47.9,88,6.28,88,0.4,1.2,1.2,0.609
Guatemala,2010,Developing,2.14,443.3248254,94,0,47.2,94,6.64,94,0.4,1.3,1.3,0.602
Guatemala,2009,Developing,2.14,445.4423371,92,0,46.5,92,6.79,92,0.4,1.3,1.3,0.596
Guatemala,2008,Developing,2.21,472.2234994,95,0,45.9,96,6.65,95,0.4,1.3,1.3,0.589
Guatemala,2007,Developing,2.4,380.9632429,85,0,45.2,85,6.86,85,0.4,1.3,1.3,0.578
Guatemala,2006,Developing,2.38,352.0244894,89,0,44.5,9,7.7,89,0.4,1.4,1.4,0.57
Guatemala,2005,Developing,2.35,41.50845637,87,0,43.8,87,6.79,87,0.4,1.4,1.4,0.567
Guatemala,2004,Developing,2.4,288.4016258,,0,43.1,88,6.77,87,0.4,1.4,1.4,0.564
Guatemala,2003,Developing,2.45,249.3262948,,0,42.4,84,6.88,84,0.4,1.4,1.4,0.56
Guatemala,2002,Developing,2.41,25.25040918,,0,41.7,82,6.71,82,0.3,1.5,1.5,0.553
Guatemala,2001,Developing,2.53,225.0619956,,0,41.1,78,6.76,77,0.3,1.5,1.5,0.546
Guatemala,2000,Developing,2.63,238.7369808,,0,4.4,8,5.25,81,0.2,1.6,1.6,0.539
Guinea,2015,Developing,,0,54,243,23.3,42,,54,0.5,7.3,7.3,0.414
Guinea,2014,Developing,0.01,50.57976483,51,175,22.7,42,5.64,51,0.5,7.5,7.4,0.412
Guinea,2013,Developing,0.01,5.140668848,63,53,22.2,63,5.49,63,1,7.7,7.6,0.406
Guinea,2012,Developing,0.01,4.344930862,62,6,21.7,63,5.39,62,1.9,7.8,7.8,0.396
Guinea,2011,Developing,0.22,42.2547904,63,11,21.2,63,4.73,63,2,8,8,0.385
Guinea,2010,Developing,0.2,29.74734049,64,45,2.8,62,4.55,64,2.2,8.2,8.2,0.38
Guinea,2009,Developing,0.18,24.84763562,57,264,2.3,6,3.85,57,2.3,8.4,8.4,0.376
Guinea,2008,Developing,0.21,19.68510257,57,89,19.8,59,3.21,6,2.3,8.6,8.6,0.371
Guinea,2007,Developing,0.19,1.399626733,57,3,19.4,46,3.8,63,2.4,8.9,8.8,0.364
Guinea,2006,Developing,0.16,10.3839337,,4,19,53,3.2,57,2.6,9.1,9.1,0.356
Guinea,2005,Developing,0.21,1.099665984,,99,18.5,59,2.82,59,2.7,9.3,9.3,0.346
Guinea,2004,Developing,0.34,18.93011259,,10,18.1,65,3.14,6,2.8,9.5,9.5,0.325
Guinea,2003,Developing,0.18,2.39524067,,2497,17.7,61,3.45,57,2.9,9.7,9.7,0.338
Guinea,2002,Developing,0.21,21.3378184,,2151,17.3,56,3.76,53,3,9.9,9.9,0.329
Guinea,2001,Developing,0.17,19.89790929,,7408,16.9,52,3.65,5,3,1.1,1.1,0.322
Guinea,2000,Developing,0.17,2.215986136,,11294,16.6,47,3.46,46,3,1.3,1.3,0.316
Guinea-Bissau,2015,Developing,,0,87,153,26.3,87,,87,3.2,7.1,7,0.421
Guinea-Bissau,2014,Developing,0.01,50.06053544,87,1,25.6,87,5.59,87,3.4,7.3,7.1,0.419
Guinea-Bissau,2013,Developing,0.01,8.20063742,87,0,25,87,6.14,87,4.5,7.5,7.3,0.415
Guinea-Bissau,2012,Developing,0.01,0.948526366,87,0,24.3,87,5.96,87,5.3,7.7,7.5,0.416
Guinea-Bissau,2011,Developing,3.57,40.45367358,86,0,23.7,85,5.46,86,5.7,7.8,7.7,0.41
Guinea-Bissau,2010,Developing,3.21,53.30782696,83,26,23.1,82,6.7,83,5.9,8,7.9,0.405
Guinea-Bissau,2009,Developing,2.55,47.12969266,8,0,22.5,78,6.81,8,6,8.3,8.1,0.401
Guinea-Bissau,2008,Developing,2.64,28.30191127,,12,21.9,77,6.5,77,6,8.5,8.4,0.398
Guinea-Bissau,2007,Developing,2.98,31.06932595,,1,21.3,76,6.1,74,5.7,8.7,8.6,0.394
Guinea-Bissau,2006,Developing,3.22,21.53374936,,0,2.7,74,5.87,71,5.6,8.9,8.8,0.388
Guinea-Bissau,2005,Developing,3.1,22.09757984,,0,2.1,73,5.72,68,5.4,9.2,9,0
Guinea-Bissau,2004,Developing,2.58,13.52999556,,3526,19.6,69,5.41,64,5,9.4,9.3,0
Guinea-Bissau,2003,Developing,2.16,2.527115422,,1158,19,65,5.62,6,4.6,9.6,9.5,0
Guinea-Bissau,2002,Developing,2.47,24.65761755,,298,18.5,61,5.84,57,4.1,9.8,9.7,0
Guinea-Bissau,2001,Developing,2.55,0.868708478,,126,17.9,56,5.4,53,3.6,1,1,0
Guinea-Bissau,2000,Developing,2.84,6.699418747,,0,17.4,52,4.94,49,3.1,1.2,1.2,0
Guyana,2015,Developing,,0,95,0,46.7,92,,95,0.3,5.5,5.3,0.638
Guyana,2014,Developing,7.64,4.141293345,98,0,45.9,97,5.25,98,0.3,5.5,5.3,0.636
Guyana,2013,Developing,7.56,345.9044258,98,0,45,98,5.1,98,0.3,5.5,5.3,0.633
Guyana,2012,Developing,7.57,497.4719464,97,0,44.1,97,6.57,97,0.3,5.6,5.3,0.63
Guyana,2011,Developing,7.56,536.2332523,93,0,43.2,93,6.8,93,0.4,5.6,5.3,0.624
Guyana,2010,Developing,7.52,48.02859441,95,0,42.4,95,6.6,95,0.4,5.6,5.3,0.618
Guyana,2009,Developing,7.49,466.6693698,98,0,41.6,97,7.32,98,0.3,5.6,5.4,0.618
Guyana,2008,Developing,7.32,493.3279293,93,0,4.9,93,7.46,93,0.8,5.6,5.4,0.618
Guyana,2007,Developing,7.2,362.8702271,94,0,4.3,94,6.45,94,1.9,5.7,5.5,0.62
Guyana,2006,Developing,7.04,170.6325842,93,0,39.6,92,4.67,93,1.1,5.7,5.5,0.622
Guyana,2005,Developing,7.35,17.46405901,93,0,39,93,5.83,93,1.8,5.7,5.5,0.619
Guyana,2004,Developing,7.84,1.776181042,91,0,38.4,91,5.73,91,1.9,5.8,5.6,0.613
